Generation,Best Fitness
0,0.44595641821073295
1,0.44595641821073295
2,0.44595641821073295
3,0.44595641821073295
4,0.4284885851130804
5,0.4284885851130804
6,0.4284885851130804
7,0.4284885851130804
8,0.4284885851130804
9,0.4284885851130804
10,0.4284885851130804
11,0.4284885851130804
12,0.4284885851130804
13,0.4284885851130804
14,0.4284885851130804
15,0.4284885851130804
16,0.4284885851130804
17,0.4284885851130804
18,0.09781079939498882
19,0.09781079939498882
20,0.09781079939498882
